food_type,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,season,preparation_method,location,pricing,food_wastage_amount,food_consumed,waste_percentage,price_per_kg,revenue_loss,donation_possible,waste_category,event_size
Vegetables,280,Corporate,350,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,25,325,7.14,120,3000,Yes,Medium,Medium
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Fruits,300,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,415,7.78,350,12250,No,High,Medium
Fruits,275,Wedding,388,Room Temperature,Regular,Winter,Finger Food,Rural,Low,16,372,4.12,120,1920,Yes,Low,Medium
Fruits,220,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,430,4.44,120,2400,Yes,Medium,Small
Baked Goods,400,Wedding,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,470,6.0,350,10500,Yes,Medium,Large
Vegetables,302,Social Gathering,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,344,7.28,120,3240,Yes,Medium,Medium
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,355,11.25,350,15750,No,High,Medium
Meat,397,Wedding,482,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,31,451,6.43,220,6820,No,Medium,Medium
Vegetables,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,15,385,3.75,120,1800,Yes,Low,Medium
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Fruits,300,Wedding,400,Refrigerated,Occasional,All Seasons,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Meat,230,Birthday,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,30,470,6.0,220,6600,Yes,Medium,Small
Meat,320,Social Gathering,400,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,High,35,365,8.75,350,12250,No,High,Medium
Meat,280,Wedding,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Fruits,280,Wedding,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Meat,320,Wedding,400,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,High,35,365,8.75,350,12250,No,High,Medium
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,35,365,8.75,350,12250,No,High,Medium
Fruits,280,Wedding,350,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,Low,25,325,7.14,120,3000,Yes,Medium,Medium
Meat,400,Birthday,500,Refrigerated,Occasional,All Seasons,Sit-Down Dinner,Suburban,High,45,455,9.0,350,15750,No,High,Large
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,50,450,10.0,350,17500,No,High,Large
Baked Goods,342,Corporate,405,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,29,376,7.16,220,6380,Yes,Medium,Medium
Vegetables,350,Birthday,450,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Fruits,250,Wedding,350,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,320,Birthday,480,Room Temperature,Regular,Summer,Buffet,Suburban,High,40,440,8.33,350,14000,No,High,Medium
Vegetables,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Fruits,400,Birthday,500,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,50,450,10.0,350,17500,No,High,Large
Fruits,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,380,5.0,220,4400,Yes,Medium,Medium
Meat,250,Social Gathering,480,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,460,4.17,120,2400,Yes,Medium,Medium
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,430,4.44,120,2400,Yes,Medium,Medium
Vegetables,400,Corporate,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,High,45,455,9.0,350,15750,No,High,Large
Meat,250,Social Gathering,350,Room Temperature,Regular,Summer,Buffet,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Vegetables,434,Wedding,495,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,Low,36,459,7.27,120,4320,No,High,Large
Vegetables,350,Birthday,450,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Vegetables,400,Birthday,500,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,High,50,450,10.0,350,17500,No,High,Large
Baked Goods,280,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,335,4.29,220,3300,Yes,Low,Medium
Fruits,250,Social Gathering,350,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Vegetables,250,Corporate,350,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,300,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Vegetables,300,Wedding,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Baked Goods,432,Wedding,477,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Low,23,454,4.82,120,2760,Yes,Medium,Large
Dairy Products,300,Wedding,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Rural,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,320,Corporate,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,440,8.33,350,14000,No,High,Medium
Vegetables,320,Social Gathering,400,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,High,35,365,8.75,350,12250,No,High,Medium
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Baked Goods,400,Corporate,500,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Meat,350,Social Gathering,450,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Meat,220,Social Gathering,300,Room Temperature,Occasional,Winter,Finger Food,Rural,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Dairy Products,275,Wedding,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,372,4.12,120,1920,Yes,Low,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Fruits,380,Wedding,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,35,465,7.0,350,12250,No,High,Medium
Dairy Products,400,Birthday,500,Room Temperature,Regular,Winter,Finger Food,Suburban,High,40,460,8.0,350,14000,No,High,Large
Vegetables,300,Social Gathering,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,275,Birthday,388,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,16,372,4.12,120,1920,Yes,Low,Medium
Baked Goods,400,Corporate,350,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,High,35,315,10.0,350,12250,No,High,Large
Meat,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,25,325,7.14,220,5500,Yes,Medium,Medium
Baked Goods,434,Wedding,495,Room Temperature,Occasional,Summer,Sit-Down Dinner,Suburban,Low,36,459,7.27,120,4320,No,High,Large
Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Low,25,475,5.0,120,3000,Yes,Medium,Large
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Baked Goods,300,Wedding,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Baked Goods,220,Corporate,300,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,335,4.29,220,3300,Yes,Low,Medium
Dairy Products,261,Wedding,350,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,23,327,6.57,220,5060,Yes,Medium,Medium
Dairy Products,275,Social Gathering,388,Room Temperature,Regular,Summer,Finger Food,Suburban,Low,16,372,4.12,120,1920,Yes,Low,Medium
Dairy Products,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-Down Dinner,Suburban,High,50,450,10.0,350,17500,No,High,Large
Vegetables,380,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Dairy Products,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Fruits,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Rural,Moderate,15,435,3.33,220,3300,Yes,Low,Medium
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Baked Goods,220,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,430,4.44,120,2400,Yes,Medium,Small
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Meat,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,22,260,7.8,220,4840,Yes,Medium,Small
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,34,316,9.71,350,11900,No,Medium,Medium
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,40,310,11.43,350,14000,No,High,Medium
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,25,475,5.0,120,3000,Yes,Medium,Large
Baked Goods,270,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Moderate,25,325,7.14,220,5500,Yes,Medium,Medium
Dairy Products,208,Social Gathering,282,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,Moderate,22,260,7.8,220,4840,Yes,Medium,Small
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,35,415,7.78,350,12250,No,High,Medium
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,25,325,7.14,220,5500,Yes,Medium,Medium
Meat,302,Birthday,371,Refrigerated,Regular,Winter,Buffet,Suburban,Low,27,344,7.28,120,3240,Yes,Medium,Medium
Meat,430,Wedding,477,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,29,448,6.08,120,3480,Yes,Medium,Large
Meat,400,Birthday,450,Refrigerated,Regular,Summer,Buffet,Urban,Moderate,30,420,6.67,220,6600,Yes,Medium,Large
Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Buffet,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,290,Corporate,374,Refrigerated,Occasional,Winter,Finger Food,Urban,Low,27,347,7.22,120,3240,Yes,Medium,Medium
Meat,220,Birthday,450,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,430,4.44,120,2400,Yes,Medium,Small
Meat,300,Corporate,400,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,240,Corporate,450,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,20,430,4.44,120,2400,Yes,Medium,Small
Meat,442,Corporate,482,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Low,32,450,6.64,120,3840,No,Medium,Large
Meat,300,Wedding,400,Refrigerated,Occasional,Winter,Sit-Down Dinner,Rural,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Vegetables,491,Birthday,497,Refrigerated,Regular,Summer,Finger Food,Rural,High,32,465,6.44,350,11200,No,Medium,Large
Meat,220,Birthday,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,280,6.67,220,4400,Yes,Medium,Small
Meat,350,Birthday,450,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Meat,300,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,40,360,10.0,350,14000,No,High,Medium
Vegetables,302,Social Gathering,371,Refrigerated,Regular,Summer,Buffet,Rural,Low,27,344,7.28,120,3240,Yes,Medium,Medium
Meat,350,Corporate,450,Refrigerated,Regular,Winter,Sit-Down Dinner,Rural,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Meat,300,Corporate,400,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Fruits,450,Corporate,500,Room Temperature,Occasional,Winter,Finger Food,Urban,High,30,470,6.0,350,10500,Yes,Medium,Large
Meat,434,Corporate,495,Refrigerated,Occasional,Summer,Sit-Down Dinner,Suburban,Low,36,459,7.27,120,4320,No,High,Large
Meat,250,Corporate,350,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Urban,High,40,310,11.43,350,14000,No,High,Medium
Meat,450,Birthday,500,Refrigerated,Regular,Summer,Finger Food,Urban,High,30,470,6.0,350,10500,Yes,Medium,Large
Meat,434,Wedding,495,Refrigerated,Regular,Winter,Sit-Down Dinner,Rural,Low,36,459,7.27,120,4320,No,High,Large
Meat,280,Birthday,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,335,4.29,120,1800,Yes,Low,Medium
Meat,280,Corporate,480,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,15,465,3.12,120,1800,Yes,Low,Medium
Meat,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,335,4.29,120,1800,Yes,Low,Medium
Meat,429,Corporate,496,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Low,42,454,8.47,120,5040,No,High,Large
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,400,Corporate,500,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,High,45,455,9.0,350,15750,No,High,Large
Fruits,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,280,6.67,220,4400,Yes,Medium,Small
Dairy Products,220,Birthday,300,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,15,285,5.0,120,1800,Yes,Low,Small
Fruits,250,Social Gathering,350,Room Temperature,Regular,Winter,Buffet,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Buffet,Suburban,High,30,370,7.5,350,10500,Yes,Medium,Medium
Dairy Products,400,Wedding,500,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,470,6.0,350,10500,Yes,Medium,Large
Baked Goods,430,Social Gathering,477,Room Temperature,Regular,Winter,Buffet,Urban,Low,29,448,6.08,120,3480,Yes,Medium,Large
Fruits,300,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,380,5.0,220,4400,Yes,Medium,Medium
Fruits,320,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Vegetables,350,Birthday,450,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,35,415,7.78,350,12250,No,High,Medium
Vegetables,300,Wedding,400,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Baked Goods,320,Corporate,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,30,370,7.5,350,10500,Yes,Medium,Medium
Baked Goods,300,Corporate,400,Room Temperature,Occasional,All Seasons,Buffet,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Meat,350,Wedding,450,Refrigerated,Occasional,All Seasons,Buffet,Suburban,High,40,410,8.89,350,14000,No,High,Medium
Baked Goods,250,Corporate,350,Room Temperature,Regular,Summer,Buffet,Urban,Low,10,340,2.86,120,1200,Yes,Low,Medium
Meat,220,Wedding,300,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20,280,6.67,220,4400,Yes,Medium,Small
Meat,220,Birthday,300,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Meat,250,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,10,340,2.86,120,1200,Yes,Low,Medium
Fruits,250,Corporate,350,Refrigerated,Regular,Winter,Buffet,Urban,Low,10,340,2.86,120,1200,Yes,Low,Medium
Meat,220,Corporate,300,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Meat,270,Corporate,400,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,High,40,360,10.0,350,14000,No,High,Medium
Meat,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Fruits,300,Wedding,400,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,Winter,Buffet,Rural,High,40,360,10.0,350,14000,No,High,Medium
Baked Goods,280,Birthday,400,Room Temperature,Regular,Summer,Buffet,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Vegetables,450,Corporate,500,Refrigerated,Regular,Summer,Finger Food,Suburban,High,30,470,6.0,350,10500,Yes,Medium,Large
Meat,280,Birthday,480,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Low,15,465,3.12,120,1800,Yes,Low,Medium
Meat,380,Corporate,480,Refrigerated,Occasional,Summer,Buffet,Suburban,Moderate,30,450,6.25,220,6600,Yes,Medium,Medium
Vegetables,320,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Rural,High,40,440,8.33,350,14000,No,High,Medium
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-Down Dinner,Rural,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Vegetables,220,Social Gathering,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,280,6.67,220,4400,Yes,Medium,Small
Dairy Products,220,Social Gathering,300,Room Temperature,Regular,Winter,Buffet,Suburban,Low,10,290,3.33,120,1200,Yes,Low,Small
Baked Goods,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,315,10.0,350,12250,No,High,Medium
Baked Goods,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Baked Goods,280,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,25,475,5.0,120,3000,Yes,Medium,Large
Meat,280,Social Gathering,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Vegetables,350,Wedding,450,Refrigerated,Regular,Summer,Sit-Down Dinner,Suburban,High,45,405,10.0,350,15750,No,High,Medium
Meat,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,460,8.0,350,14000,No,High,Large
Dairy Products,250,Social Gathering,480,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,460,4.17,120,2400,Yes,Medium,Medium
Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Rural,High,35,365,8.75,350,12250,No,High,Medium
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,430,4.44,220,4400,Yes,Medium,Medium
